gloss,path
CONFIDENTIAL,media/SG ASL Dictionary/ASL C/SG ASL Confidential 2 2025-5-16 Upload/Documentation/SG ASL Confidential 2 2025-5-16 CC.mp4
COMEUPTOME,media/SG ASL Dictionary/ASL C/SG ASL Come Up to Me 2 2025-3-26 Upload/Documentation/SG ASL Come Up to Me 2 2025-3-26 CC.mp4
COMMAND2025328,media/SG ASL Dictionary/ASL C/SG ASL Command 2025-3-28 Upload/Documentation/SG ASL Command 2025-3-28 CC.mp4
COMEDIAN2025326,media/SG ASL Dictionary/ASL C/SG ASL Comedian 2025-3-26 Upload/Documentation/SG ASL Comedian 2025-3-26 CC.mp4
CLICKTHROUGH202521,media/SG ASL Dictionary/ASL C/SG ASL Click Through 2025-2-1 Upload/Documentation/SG ASL Click Through 2025-2-1 CC.mp4
CASHIEREXT20241114,media/SG ASL Dictionary/ASL C/SG ASL Cashier Ext 2024-11-14 Upload/Documentation/SG ASL Cashier Ext 2024-11-14 CC.mp4
CONGO2025521,media/SG ASL Dictionary/ASL C/SG ASL Congo 2025-5-21 Upload/Documentation/SG ASL Congo 2025-5-21 CC.mp4
CONDOMALT2025511,media/SG ASL Dictionary/ASL C/SG ASL Condom Alt 2025-5-11 Upload/Documentation/SG ASL Condom Alt 2025-5-11 CC.mp4
COMPASSDRAWING2025414,media/SG ASL Dictionary/ASL C/SG ASL Compass Drawing 2025-4-14 Upload/Documentation/SG ASL Compass Drawing 2025-4-14 CC.mp4
COINTOSS202535,media/SG ASL Dictionary/ASL C/SG ASL Coin Toss 2025-3-5 Upload/Documentation/SG ASL Coin Toss 2025-3-5 CC.mp4
CITATION2025126,media/SG ASL Dictionary/ASL C/SG ASL Citation 2025-1-26 Upload/Documentation/SG ASL Citation 2025-1-26 CC.mp4
CONDENSE202551,media/SG ASL Dictionary/ASL C/SG ASL Condense 2025-5-1 Upload/Documentation/SG ASL Condense 2025-5-1 CC.mp4
CLUMSY2025212,media/SG ASL Dictionary/ASL C/SG ASL Clumsy 2025-2-12 Upload/Documentation/SG ASL Clumsy 2025-2-12 CC.mp4
CIRCUMISION2025124,media/SG ASL Dictionary/ASL C/SG ASL Circumision 2025-1-24 Upload/Documentation/SG ASL Circumision 2025-1-24 CC.mp4
CHOICES2025114,media/SG ASL Dictionary/ASL C/SG ASL Choices 2025-1-14 Upload/Documentation/SG ASL Choices 2025-1-14 CC.mp4
CANADA2024107,media/SG ASL Dictionary/ASL C/SG ASL Canada 2024-10-7 Upload/Documentation/SG ASL Canada 2024-10-7 CC.mp4
COLORWHEEL2025321,media/SG ASL Dictionary/ASL C/SG ASL Color Wheel 2025-3-21 Upload/Documentation/SG ASL Color Wheel 2025-3-21 CC.mp4
CONDOMS2025512,media/SG ASL Dictionary/ASL C/SG ASL Condoms 2025-5-12 Upload/Documentation/SG ASL Condoms 2025-5-12 CC.mp4
CLOSETALT202527,media/SG ASL Dictionary/ASL C/SG ASL Closet Alt 2025-2-7 Upload/Documentation/SG ASL Closet Alt 2025-2-7 CC.mp4
COMMANDMENT2025328,media/SG ASL Dictionary/ASL C/SG ASL Commandment 2025-3-28 Upload/Documentation/SG ASL Commandment 2025-3-28 CC.mp4
CHAT20241224,media/SG ASL Dictionary/ASL C/SG ASL Chat 2024-12-24 Upload/Documentation/SG ASL Chat 2024-12-24 CC.mp4
CARTOON20241113,media/SG ASL Dictionary/ASL C/SG ASL Cartoon 2024-11-13 Upload/Documentation/SG ASL Cartoon 2024-11-13 CC.mp4
CHERRYALT202514,media/SG ASL Dictionary/ASL C/SG ASL Cherry Alt 2025-1-4 Upload/Documentation/SG ASL Cherry Alt 2025-1-4 CC.mp4
CARWASH20241016,media/SG ASL Dictionary/ASL C/SG ASL Car Wash 2024-10-16 Upload/Documentation/SG ASL Car Wash 2024-10-16 CC.mp4
CHECKERS20241228,media/SG ASL Dictionary/ASL C/SG ASL Checkers 2024-12-28 Upload/Documentation/SG ASL Checkers 2024-12-28 CC.mp4
COMEBEFORE2025324,media/SG ASL Dictionary/ASL C/SG ASL Come Before 2025-3-24 Upload/Documentation/SG ASL Come Before 2025-3-24 CC.mp4
CALM2024117,media/SG ASL Dictionary/ASL C/SG ASL Calm 2024-11-7 Upload/Documentation/SG ASL Calm 2024-11-7 CC.mp4
CLAIM2025216,media/SG ASL Dictionary/ASL C/SG ASL Claim 2025-2-16 Upload/Documentation/SG ASL Claim 2025-2-16 CC.mp4
CHAMPAGNE2024128,media/SG ASL Dictionary/ASL C/SG ASL Champagne 2024-12-8 Upload/Documentation/SG ASL Champagne 2024-12-8 CC.mp4
CONSPIRACY202563,media/SG ASL Dictionary/ASL C/SG ASL Conspiracy 2025-6-3 Upload/Documentation/SG ASL Conspiracy 2025-6-3 CC.mp4
CONNECT2025525,media/SG ASL Dictionary/ASL C/SG ASL Connect 2025-5-25 Upload/Documentation/SG ASL Connect 2025-5-25 CC.mp4
CONCIEVEPREGNANT2025427,media/SG ASL Dictionary/ASL C/SG ASL Concieve Pregnant 2025-4-27 Upload/Documentation/SG ASL Concieve Pregnant 2025-4-27 CC.mp4
CONCEITED2025426,media/SG ASL Dictionary/ASL C/SG ASL Conceited 2025-4-26 Upload/Documentation/SG ASL Conceited 2025-4-26 CC.mp4
COLLIDEPERSONAL2025311,media/SG ASL Dictionary/ASL C/SG ASL Collide Personal 2025-3-11 Upload/Documentation/SG ASL Collide Personal 2025-3-11 CC.mp4
CONSIDER202562,media/SG ASL Dictionary/ASL C/SG ASL Consider 2025-6-2 Upload/Documentation/SG ASL Consider 2025-6-2 CC.mp4
CELSIUS20241127,media/SG ASL Dictionary/ASL C/SG ASL Celsius 2024-11-27 Upload/Documentation/SG ASL Celsius 2024-11-27 CC.mp4
CHEATOTHER20241228,media/SG ASL Dictionary/ASL C/SG ASL Cheat Other 2024-12-28 Upload/Documentation/SG ASL Cheat Other 2024-12-28 CC.mp4
COLDVIRUS202538,media/SG ASL Dictionary/ASL C/SG ASL Cold Virus 2025-3-8 Upload/Documentation/SG ASL Cold Virus 2025-3-8 CC.mp4
CLERKALT2025128,media/SG ASL Dictionary/ASL C/SG ASL Clerk Alt 2025-1-28 Upload/Documentation/SG ASL Clerk Alt 2025-1-28 CC.mp4
CITE2025126,media/SG ASL Dictionary/ASL C/SG ASL Cite 2025-1-26 Upload/Documentation/SG ASL Cite 2025-1-26 CC.mp4
CAREFULLY20241111,media/SG ASL Dictionary/ASL C/SG ASL Carefully 2024-11-11 Upload/Documentation/SG ASL Carefully 2024-11-11 CC.mp4
CHARACTERPLAY20241221,media/SG ASL Dictionary/ASL C/SG ASL Character Play 2024-12-21 Upload/Documentation/SG ASL Character Play 2024-12-21 CC.mp4
CHARGE20241222,media/SG ASL Dictionary/ASL C/SG ASL Charge 2024-12-22 Upload/Documentation/SG ASL Charge 2024-12-22 CC.mp4
CALFALT,media/SG ASL Dictionary/ASL C/SG ASL Calf Alt 2 2024-10-28 Upload/Documentation/SG ASL Calf Alt 2 2024-10-28 CC.mp4
CLASP2025219,media/SG ASL Dictionary/ASL C/SG ASL Clasp 2025-2-19 Upload/Documentation/SG ASL Clasp 2025-2-19 CC.mp4
COIL202535,media/SG ASL Dictionary/ASL C/SG ASL Coil 2025-3-5 Upload/Documentation/SG ASL Coil 2025-3-5 CC.mp4
COMPAREVAR202543,media/SG ASL Dictionary/ASL C/SG ASL Compare Var 2025-4-3 Upload/Documentation/SG ASL Compare Var 2025-4-3 CC.mp4
CLUELESS2025212,media/SG ASL Dictionary/ASL C/SG ASL Clueless 2025-2-12 Upload/Documentation/SG ASL Clueless 2025-2-12 CC.mp4
CONGESTIONNOSE2025520,media/SG ASL Dictionary/ASL C/SG ASL Congestion Nose 2025-5-20 Upload/Documentation/SG ASL Congestion Nose 2025-5-20 CC.mp4
COMMA2025328,media/SG ASL Dictionary/ASL C/SG ASL Comma 2025-3-28 Upload/Documentation/SG ASL Comma 2025-3-28 CC.mp4
CIRCULATION2025124,media/SG ASL Dictionary/ASL C/SG ASL Circulation 2025-1-24 Upload/Documentation/SG ASL Circulation 2025-1-24 CC.mp4
CHRISTMASLIGHTS20231225,media/SG ASL Dictionary/ASL C/SG ASL Christmas Lights 2023-12-25 Upload/Documentation/SG ASL Christmas Lights 2023-12-25 CC.mp4
CHINESECHARACTER2025111,media/SG ASL Dictionary/ASL C/SG ASL Chinese Character 2025-1-11 Upload/Documentation/SG ASL Chinese Character 2025-1-11 CC.mp4
COCKY202532,media/SG ASL Dictionary/ASL C/SG ASL Cocky 2025-3-2 Upload/Documentation/SG ASL Cocky 2025-3-2 CC.mp4
CAUTION20241118,media/SG ASL Dictionary/ASL C/SG ASL Caution 2024-11-18 Upload/Documentation/SG ASL Caution 2024-11-18 CC.mp4
CONDUCTBEAHVIOR2025512,media/SG ASL Dictionary/ASL C/SG ASL Conduct Beahvior 2025-5-12 Upload/Documentation/SG ASL Conduct Beahvior 2025-5-12 CC.mp4
CHART20241222,media/SG ASL Dictionary/ASL C/SG ASL Chart 2024-12-22 Upload/Documentation/SG ASL Chart 2024-12-22 CC.mp4
CHERRY202514,media/SG ASL Dictionary/ASL C/SG ASL Cherry 2025-1-4 Upload/Documentation/SG ASL Cherry 2025-1-4 CC.mp4
CLOSETHEWINDOW,media/SG ASL Dictionary/ASL C/SG ASL Close the Window 2 2025-2-5 Upload/Documentation/SG ASL Close the Window 2 2025-2-5 CC.mp4
CHRONIC2025120,media/SG ASL Dictionary/ASL C/SG ASL Chronic 2025-1-20 Upload/Documentation/SG ASL Chronic 2025-1-20 CC.mp4
CONSEQUENCE202561,media/SG ASL Dictionary/ASL C/SG ASL Consequence 2025-6-1 Upload/Documentation/SG ASL Consequence 2025-6-1 CC.mp4
CLEANBODY2025223,media/SG ASL Dictionary/ASL C/SG ASL Clean Body 2025-2-23 Upload/Documentation/SG ASL Clean Body 2025-2-23 CC.mp4
COHORT202534,media/SG ASL Dictionary/ASL C/SG ASL Cohort 2025-3-4 Upload/Documentation/SG ASL Cohort 2025-3-4 CC.mp4
CLOUDALT202529,media/SG ASL Dictionary/ASL C/SG ASL Cloud Alt 2025-2-9 Upload/Documentation/SG ASL Cloud Alt 2025-2-9 CC.mp4
CONJECTURE,media/SG ASL Dictionary/ASL C/SG ASL Conjecture 2 2025-5-25 Upload/Documentation/SG ASL Conjecture 2 2025-5-25 CC.mp4
CLUELESSALT2025211,media/SG ASL Dictionary/ASL C/SG ASL Clueless Alt 2025-2-11 Upload/Documentation/SG ASL Clueless Alt 2025-2-11 CC.mp4
CONCEAL2025426,media/SG ASL Dictionary/ASL C/SG ASL Conceal 2025-4-26 Upload/Documentation/SG ASL Conceal 2025-4-26 CC.mp4
COMET2025327,media/SG ASL Dictionary/ASL C/SG ASL Comet 2025-3-27 Upload/Documentation/SG ASL Comet 2025-3-27 CC.mp4
CELEBRATEDEAFAPPLAUSE20241122,media/SG ASL Dictionary/ASL C/SG ASL Celebrate Deaf Applause 2024-11-22 Upload/Documentation/SG ASL Celebrate Deaf Applause 2024-11-22 CC.mp4
CLOUD,media/SG ASL Dictionary/ASL C/SG ASL Cloud 2 2025-2-9 Upload/Documentation/SG ASL Cloud 2 2025-2-9 CC.mp4
CONSERVATIVE202561,media/SG ASL Dictionary/ASL C/SG ASL Conservative 2025-6-1 Upload/Documentation/SG ASL Conservative 2025-6-1 CC.mp4
CONFERENCEALT2025515,media/SG ASL Dictionary/ASL C/SG ASL Conference Alt 2025-5-15 Upload/Documentation/SG ASL Conference Alt 2025-5-15 CC.mp4
CHANGEBADALT20241214,media/SG ASL Dictionary/ASL C/SG ASL Change Bad Alt 2024-12-14 Upload/Documentation/SG ASL Change Bad Alt 2024-12-14 CC.mp4
CIRCUMFERENCE,media/SG ASL Dictionary/ASL C/SG ASL Circumference 2 2025-1-24 Upload/Documentation/SG ASL Circumference 2 2025-1-24 CC.mp4
CHEF202512,media/SG ASL Dictionary/ASL C/SG ASL Chef 2025-1-2 Upload/Documentation/SG ASL Chef 2025-1-2 CC.mp4
CONSTITUTION202565,media/SG ASL Dictionary/ASL C/SG ASL Constitution 2025-6-5 Upload/Documentation/SG ASL Constitution 2025-6-5 CC.mp4
CONSTANTALT202563,media/SG ASL Dictionary/ASL C/SG ASL Constant Alt 2025-6-3 Upload/Documentation/SG ASL Constant Alt 2025-6-3 CC.mp4
COMPUTER2HALT2025423,media/SG ASL Dictionary/ASL C/SG ASL Computer 2h Alt 2025-4-23 Upload/Documentation/SG ASL Computer 2h Alt 2025-4-23 CC.mp4
CONFISCATE2025518,media/SG ASL Dictionary/ASL C/SG ASL Confiscate 2025-5-18 Upload/Documentation/SG ASL Confiscate 2025-5-18 CC.mp4
CLEANVERY2025225,media/SG ASL Dictionary/ASL C/SG ASL Clean Very 2025-2-25 Upload/Documentation/SG ASL Clean Very 2025-2-25 CC.mp4
CONCEIVEIDEAALT2025426,media/SG ASL Dictionary/ASL C/SG ASL Conceive Idea Alt 2025-4-26 Upload/Documentation/SG ASL Conceive Idea Alt 2025-4-26 CC.mp4
COME2025327,media/SG ASL Dictionary/ASL C/SG ASL Come 2025-3-27 Upload/Documentation/SG ASL Come 2025-3-27 CC.mp4
CHAPEL20241218,media/SG ASL Dictionary/ASL C/SG ASL Chapel 2024-12-18 Upload/Documentation/SG ASL Chapel 2024-12-18 CC.mp4
CODEOFETHICS202533,media/SG ASL Dictionary/ASL C/SG ASL Code of Ethics 2025-3-3 Upload/Documentation/SG ASL Code of Ethics 2025-3-3 CC.mp4
CASTOFF20241118,media/SG ASL Dictionary/ASL C/SG ASL Castoff 2024-11-18 Upload/Documentation/SG ASL Castoff 2024-11-18 CC.mp4
CARRIAGE20241112,media/SG ASL Dictionary/ASL C/SG ASL Carriage 2024-11-12 Upload/Documentation/SG ASL Carriage 2024-11-12 CC.mp4
COCK202533,media/SG ASL Dictionary/ASL C/SG ASL Cock 2025-3-3 Upload/Documentation/SG ASL Cock 2025-3-3 CC.mp4
CONFIRMATION2025518,media/SG ASL Dictionary/ASL C/SG ASL Confirmation 2025-5-18 Upload/Documentation/SG ASL Confirmation 2025-5-18 CC.mp4
CIRCUSEXT2025125,media/SG ASL Dictionary/ASL C/SG ASL Circus Ext 2025-1-25 Upload/Documentation/SG ASL Circus Ext 2025-1-25 CC.mp4
CLICHE,media/SG ASL Dictionary/ASL C/SG ASL Cliche 2 2025-1-29 Upload/Documentation/SG ASL Cliche 2 2025-1-29 CC.mp4
CIGARALT2025122,media/SG ASL Dictionary/ASL C/SG ASL Cigar Alt 2025-1-22 Upload/Documentation/SG ASL Cigar Alt 2025-1-22 CC.mp4
CONCIEVEIDEA2025427,media/SG ASL Dictionary/ASL C/SG ASL Concieve Idea 2025-4-27 Upload/Documentation/SG ASL Concieve Idea 2025-4-27 CC.mp4
CHAIRFURNITURE20241129,media/SG ASL Dictionary/ASL C/SG ASL Chair Furniture 2024-11-29 Upload/Documentation/SG ASL Chair Furniture 2024-11-29 CC.mp4
CLOSE202528,media/SG ASL Dictionary/ASL C/SG ASL Close 2025-2-8 Upload/Documentation/SG ASL Close 2025-2-8 CC.mp4
CHUGENGINE2025121,media/SG ASL Dictionary/ASL C/SG ASL Chug Engine 2025-1-21 Upload/Documentation/SG ASL Chug Engine 2025-1-21 CC.mp4
CLAPDEAF2025217,media/SG ASL Dictionary/ASL C/SG ASL Clap Deaf 2025-2-17 Upload/Documentation/SG ASL Clap Deaf 2025-2-17 CC.mp4
COLLABORATEALT2025310,media/SG ASL Dictionary/ASL C/SG ASL Collaborate Alt 2025-3-10 Upload/Documentation/SG ASL Collaborate Alt 2025-3-10 CC.mp4
CONETRAFFIC,media/SG ASL Dictionary/ASL C/SG ASL Cone Traffic Upload/Documentation/SG ASL Cone Traffic CC.mp4
CHILDLESS202518,media/SG ASL Dictionary/ASL C/SG ASL Childless 2025-1-8 Upload/Documentation/SG ASL Childless 2025-1-8 CC.mp4
CEMENTARYALTEXT20241127,media/SG ASL Dictionary/ASL C/SG ASL Cementary Alt Ext 2024-11-27 Upload/Documentation/SG ASL Cementary Alt Ext 2024-11-27 CC.mp4
CLARIFY2025218,media/SG ASL Dictionary/ASL C/SG ASL Clarify 2025-2-18 Upload/Documentation/SG ASL Clarify 2025-2-18 CC.mp4
CONCISE2025427,media/SG ASL Dictionary/ASL C/SG ASL Concise 2025-4-27 Upload/Documentation/SG ASL Concise 2025-4-27 CC.mp4
CLEANWINDOW2025226,media/SG ASL Dictionary/ASL C/SG ASL Clean Window 2025-2-26 Upload/Documentation/SG ASL Clean Window 2025-2-26 CC.mp4
CANCONTAINER2024926,media/SG ASL Dictionary/ASL C/SG ASL Can Container 2024-9-26 Upload/Documentation/SG ASL Can Container 2024-9-26 CC.mp4
CONSENSUS2025528,media/SG ASL Dictionary/ASL C/SG ASL Consensus 2025-5-28 Upload/Documentation/SG ASL Consensus 2025-5-28 CC.mp4
COLLECTALT2025310,media/SG ASL Dictionary/ASL C/SG ASL Collect Alt 2025-3-10 Upload/Documentation/SG ASL Collect Alt 2025-3-10 CC.mp4
CARELESS20241111,media/SG ASL Dictionary/ASL C/SG ASL Careless 2024-11-11 Upload/Documentation/SG ASL Careless 2024-11-11 CC.mp4
CLUTTER2025227,media/SG ASL Dictionary/ASL C/SG ASL Clutter 2025-2-27 Upload/Documentation/SG ASL Clutter 2025-2-27 CC.mp4
COMPUTERSCIENCEVAR2025425,media/SG ASL Dictionary/ASL C/SG ASL Computer Science Var 2025-4-25 Upload/Documentation/SG ASL Computer Science Var 2025-4-25 CC.mp4
CHIDE202517,media/SG ASL Dictionary/ASL C/SG ASL Chide 2025-1-7 Upload/Documentation/SG ASL Chide 2025-1-7 CC.mp4
CONSERVATIVEALT202561,media/SG ASL Dictionary/ASL C/SG ASL Conservative Alt 2025-6-1 Upload/Documentation/SG ASL Conservative Alt 2025-6-1 CC.mp4
CONFRONT2025519,media/SG ASL Dictionary/ASL C/SG ASL Confront 2025-5-19 Upload/Documentation/SG ASL Confront 2025-5-19 CC.mp4
CONFORMALT2025519,media/SG ASL Dictionary/ASL C/SG ASL Conform Alt 2025-5-19 Upload/Documentation/SG ASL Conform Alt 2025-5-19 CC.mp4
COMPETENT2025413,media/SG ASL Dictionary/ASL C/SG ASL Competent 2025-4-13 Upload/Documentation/SG ASL Competent 2025-4-13 CC.mp4
CITIZENALT2025215,media/SG ASL Dictionary/ASL C/SG ASL Citizen Alt 2025-2-15 Upload/Documentation/SG ASL Citizen Alt 2025-2-15 CC.mp4
CLASSIFIEDALT2025219,media/SG ASL Dictionary/ASL C/SG ASL Classified Alt 2025-2-19 Upload/Documentation/SG ASL Classified Alt 2025-2-19 CC.mp4
COMEHERE2025325,media/SG ASL Dictionary/ASL C/SG ASL Come Here 2025-3-25 Upload/Documentation/SG ASL Come Here 2025-3-25 CC.mp4
CLOSENEAR202525,media/SG ASL Dictionary/ASL C/SG ASL Close Near 2025-2-5 Upload/Documentation/SG ASL Close Near 2025-2-5 CC.mp4
COMMIT2025330,media/SG ASL Dictionary/ASL C/SG ASL Commit 2025-3-30 Upload/Documentation/SG ASL Commit 2025-3-30 CC.mp4
COMMEND2025329,media/SG ASL Dictionary/ASL C/SG ASL Commend 2025-3-29 Upload/Documentation/SG ASL Commend 2025-3-29 CC.mp4
CHANGEADAPT20241214,media/SG ASL Dictionary/ASL C/SG ASL Change Adapt 2024-12-14 Upload/Documentation/SG ASL Change Adapt 2024-12-14 CC.mp4
CENSURE20241129,media/SG ASL Dictionary/ASL C/SG ASL Censure 2024-11-29 Upload/Documentation/SG ASL Censure 2024-11-29 CC.mp4
COCHLEARIMPLANTVAR202532,media/SG ASL Dictionary/ASL C/SG ASL Cochlear Implant Var 2025-3-2 Upload/Documentation/SG ASL Cochlear Implant Var 2025-3-2 CC.mp4
CLOSET202528,media/SG ASL Dictionary/ASL C/SG ASL Closet 2025-2-8 Upload/Documentation/SG ASL Closet 2025-2-8 CC.mp4
CLACK2025216,media/SG ASL Dictionary/ASL C/SG ASL Clack 2025-2-16 Upload/Documentation/SG ASL Clack 2025-2-16 CC.mp4
CHILDCARE202518,media/SG ASL Dictionary/ASL C/SG ASL Childcare 2025-1-8 Upload/Documentation/SG ASL Childcare 2025-1-8 CC.mp4
COLDSORE202538,media/SG ASL Dictionary/ASL C/SG ASL Cold Sore 2025-3-8 Upload/Documentation/SG ASL Cold Sore 2025-3-8 CC.mp4
CHILD202518,media/SG ASL Dictionary/ASL C/SG ASL Child 2025-1-8 Upload/Documentation/SG ASL Child 2025-1-8 CC.mp4
COMPASSIONFORME2H202544,media/SG ASL Dictionary/ASL C/SG ASL Compassion For Me 2H 2025-4-4 Upload/Documentation/SG ASL Compassion For Me 2H 2025-4-4 CC.mp4
DELVEALT202449,media/SG ASL Dictionary/ASL D/SG ASL Delve Alt 2024-4-9 Upload/Documentation/SG ASL Delve Alt 2024-4-9 CC.mp4
DELVE202449,media/SG ASL Dictionary/ASL D/SG ASL Delve 2024-4-9 Upload/Documentation/SG ASL Delve 2024-4-9 CC.mp4
AUTHORITY20231110,media/SG ASL Dictionary/ASL A/SG ASL Authority 2023-11-10 Upload/Documentation/SG ASL Authority 2023-11-10 CC.mp4
AUTOMATIC(ALT),media/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) 2 2023-11-12 Upload/Documentation/SG ASL Automatic (Alt) 2 2023-11-12 CC.mp4
AWRY(ALT),media/SG ASL Dictionary/ASL A/SG ASL Awry (Alt) 1 2023-11-19 Upload/Documentation/SG ASL Awry (Alt) 1 2023-11-19 CC.mp4
AWRY,media/SG ASL Dictionary/ASL A/SG ASL Awry 1 2023-11-19 Upload/Documentation/SG ASL Awry 1 2023-11-19 CC.mp4
AWFUL20231117,media/SG ASL Dictionary/ASL A/SG ASL Awful 2023-11-17 Upload/Documentation/SG ASL Awful 2023-11-17 CC.mp4
AUTOMATION,media/SG ASL Dictionary/ASL A/SG ASL Automation 1 2023-11-15 Upload/Documentation/SG ASL Automation 1 2023-11-15 CC.mp4
AWKWARD,media/SG ASL Dictionary/ASL A/SG ASL Awkward 2 2023-11-18 Upload/Documentation/SG ASL Awkward 2 2023-11-18 CC.mp4
AWRY(VARIANT),media/SG ASL Dictionary/ASL A/SG ASL Awry (Variant) 1 2023-11-19 Upload/Documentation/SG ASL Awry (Variant) 1 2023-11-19 CC.mp4
ANY(ALT)20241012,media/SG ASL Dictionary/ASL A/SG ASL Any (Alt) 2024-10-12 Upload/Documentation/SG ASL Any (Alt) 2024-10-12 CC.mp4
AZERBAIJAN,media/SG ASL Dictionary/ASL A/SG ASL Azerbaijan 1 2023-11-19 Upload/Documentation/SG ASL Azerbaijan 1 2023-11-19 CC.mp4
AUTHORITY(ALT),media/SG ASL Dictionary/ASL A/SG ASL Authority (Alt) 2 2023-11-9 Upload/Documentation/SG ASL Authority (Alt) 2 2023-11-9 CC.mp4
AUTOINSURANCE,media/SG ASL Dictionary/ASL A/SG ASL Auto Insurance 5 2023-11-11 Upload/Documentation/SG ASL Auto Insurance 5 2023-11-11 CC.mp4
AUTISM,media/SG ASL Dictionary/ASL A/SG ASL Autism 3 2023-11-11 Upload/Documentation/SG ASL Autism 3 2023-11-11 CC.mp4
AUTOMATIC(VARIANT),media/SG ASL Dictionary/ASL A/SG ASL Automatic (Variant) 5 2023-11-13 Upload/Documentation/SG ASL Automatic (Variant) 5 2023-11-13 CC.mp4
AUTHENTIC(ALT)2023118,media/SG ASL Dictionary/ASL A/SG ASL Authentic (Alt) 2023-11-8 Upload/Documentation/SG ASL Authentic (Alt) 2023-11-8 CC.mp4
AWFUL(VARIANT),media/SG ASL Dictionary/ASL A/SG ASL Awful (Variant) 2 2023-11-16 Upload/Documentation/SG ASL Awful (Variant) 2 2023-11-16 CC.mp4
AUTOMATIC(ALT)SHORT20231113,media/SG ASL Dictionary/ASL A/SG ASL Automatic (Alt) Short 2023-11-13 Upload/Documentation/SG ASL Automatic (Alt) Short 2023-11-13 CC.mp4
AUTHORIZE,media/SG ASL Dictionary/ASL A/SG ASL Authorize 3 2023-11-11 Upload/Documentation/SG ASL Authorize 3 2023-11-11 CC.mp4
AUTHORITYADDITIONALVARIANT2023119,media/SG ASL Dictionary/ASL A/SG ASL Authority Additional Variant 2023-11-9 Upload/Documentation/SG ASL Authority Additional Variant 2023-11-9 CC.mp4
AWW,media/SG ASL Dictionary/ASL A/SG ASL Aww 2 2023-11-19 Upload/Documentation/SG ASL Aww 2 2023-11-19 CC.mp4
AUTOPSY,media/SG ASL Dictionary/ASL A/SG ASL Autopsy 2 2023-11-14 Upload/Documentation/SG ASL Autopsy 2 2023-11-14 CC.mp4
ALLDAY,media/SG ASL Dictionary/ASL A/SG ASL All Day 1 2024-4-16 Upload/Documentation/SG ASL All Day 1 2024-4-16 CC.mp4
AXE,media/SG ASL Dictionary/ASL A/SG ASL Axe 2 2023-11-19 Upload/Documentation/SG ASL Axe 2 2023-11-19 CC.mp4
AUTISM(ALT),media/SG ASL Dictionary/ASL A/SG ASL Autism (Alt) 2 2023-11-11 Upload/Documentation/SG ASL Autism (Alt) 2 2023-11-11 CC.mp4
AUTOBODY20231112,media/SG ASL Dictionary/ASL A/SG ASL AutoBody 2023-11-12 Upload/Documentation/SG ASL AutoBody 2023-11-12 CC.mp4
AUTHENTIC,media/SG ASL Dictionary/ASL A/SG ASL Authentic 2 2023-11-8 Upload/Documentation/SG ASL Authentic 2 2023-11-8 CC.mp4
AUTOMOBILE,media/SG ASL Dictionary/ASL A/SG ASL Automobile 1 2023-11-15 Upload/Documentation/SG ASL Automobile 1 2023-11-15 CC.mp4
AUTHOR,media/SG ASL Dictionary/ASL A/SG ASL Author 3 2023-11-8 Upload/Documentation/SG ASL Author 3 2023-11-8 CC.mp4
AUTOMECHANIC,media/SG ASL Dictionary/ASL A/SG ASL Auto Mechanic 3 2023-11-12 Upload/Documentation/SG ASL Auto Mechanic 3 2023-11-12 CC.mp4
AWFUL(ALT)20231116,media/SG ASL Dictionary/ASL A/SG ASL Awful (Alt) 2023-11-16 Upload/Documentation/SG ASL Awful (Alt) 2023-11-16 CC.mp4
AUTHORITYVARIANT20231110,media/SG ASL Dictionary/ASL A/SG ASL Authority Variant 2023-11-10 Upload/Documentation/SG ASL Authority Variant 2023-11-10 CC.mp4
AUTOMECHANICEXTENDED20231112,media/SG ASL Dictionary/ASL A/SG ASL Auto Mechanic Extended 2023-11-12 Upload/Documentation/SG ASL Auto Mechanic Extended 2023-11-12 CC.mp4
AWESTRUCK,media/SG ASL Dictionary/ASL A/SG ASL Awestruck 2 2023-11-16 Upload/Documentation/SG ASL Awestruck 2 2023-11-16 CC.mp4
AUTHORITYOTHERVARIANT2023119,media/SG ASL Dictionary/ASL A/SG ASL Authority Other Variant 2023-11-9 Upload/Documentation/SG ASL Authority Other Variant 2023-11-9 CC.mp4
AUTOMATIC,media/SG ASL Dictionary/ASL A/SG ASL Automatic 1 2023-11-13 Upload/Documentation/SG ASL Automatic 1 2023-11-13 CC.mp4
HELLOVAREXT202469,media/SG ASL Dictionary/ASL H/SG ASL Hello Var Ext 2024-6-9 Upload/Documentation/SG ASL Hello Var Ext 2024-6-9 CC.mp4
HELLO202469,media/SG ASL Dictionary/ASL H/SG ASL Hello 2024-6-9 Upload/Documentation/SG ASL Hello 2024-6-9 CC.mp4
HELLOVAR202469,media/SG ASL Dictionary/ASL H/SG ASL Hello Var 2024-6-9 Upload/Documentation/SG ASL Hello Var 2024-6-9 CC.mp4
TAKE20241013,media/SG ASL Dictionary/ASL T/SG ASL Take 2024-10-13 Upload/Documentation/SG ASL Take 2024-10-13 CC.mp4
TURNOFF20241014,media/SG ASL Dictionary/ASL T/SG ASL Turn Off 2024-10-14 Upload/Documentation/SG ASL Turn Off 2024-10-14 CC.mp4
